v2,v1
"K, I might come by tonight then if my class lets out early",ham
Ok..,ham
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",ham
Hey you told your name to gautham ah?,ham
Haf u found him? I feel so stupid da v cam was working.,ham
Oops. 4 got that bit.,ham
Are you this much buzy,ham
I accidentally deleted the message. Resend please.,ham
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,spam
Unless it's a situation where YOU GO GURL would be more appropriate,ham
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham
I cant pick the phone right now. Pls send a message,ham
Need a coffee run tomo?Can't believe it's that time of week already,ham
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",ham
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",ham
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,ham
He is a womdarfull actor,ham
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam
Yup... From what i remb... I think should be can book... ,ham
Jos ask if u wana meet up?,ham
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",spam
Where are the garage keys? They aren't on the bookshelf,ham
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham
"Think ur smart ? Win �200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,ham
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",ham
You made my day. Do have a great day too.,ham
K.k:)advance happy pongal.,ham
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",ham
"Not really dude, have no friends i'm afraid :(",ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
"Coffee cake, i guess...",ham
"Merry Christmas to you too babe, i love ya *kisses*",ham
Hey... Why dont we just go watch x men and have lunch... Haha ,ham
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,ham
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,ham
No problem. How are you doing?,ham
No calls..messages..missed calls,ham
Hi da:)how is the todays class?,ham
"I'd say that's a good sign but, well, you know my track record at reading women",ham
"Cool, text me when you're parked",ham
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,ham
K.k:)apo k.good movie.,ham
Maybe i could get book out tomo then return it immediately ..? Or something.,ham
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,spam
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,ham
Valentines Day Special! Win over �1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,spam
"Ta-Daaaaa! I am home babe, are you still up ?",ham
Cool. So how come you havent been wined and dined before?,ham
Just sleeping..and surfing,ham
"Sorry, I'll call later",ham
U calling me right? Call my hand phone...,ham
Ok that's great thanx a lot.,ham
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,ham
Where u been hiding stranger?,ham
Am not interested to do like that.,ham
My sister cleared two round in birla soft yesterday.,ham
Gudnite....tc...practice going on,ham
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,ham
One small prestige problem now.,ham
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,ham
"Nah can't help you there, I've never had an iphone",ham
If you're not in my car in an hour and a half I'm going apeshit,ham
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,ham
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ham
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,spam
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",ham
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",ham
Ha ha cool cool chikku chikku:-):-DB-),ham
Oh ok no prob..,ham
Check audrey's status right now,ham
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,ham
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",ham
Well i know Z will take care of me. So no worries.,ham
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam
Wat uniform? In where get?,ham
"Cool, text me when you're ready",ham
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",ham
I will spoil you in bed as well :),ham
I'm going for bath will msg you next  &lt;#&gt;  min..,ham
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,ham
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam
Can you say what happen,ham
You could have seen me..i did't recognise you Face.:),ham
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,ham
Keep my payasam there if rinu brings,ham
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,ham
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",ham
"Yeah sure, give me a couple minutes to track down my wallet",ham
Hey leave it. not a big deal:-) take care.,ham
Hey i will be late ah... Meet you at 945+,ham
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam
It took Mr owl 3 licks,ham
Customer place i will call you.,ham
Mm that time you dont like fun,ham
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
Yup having my lunch buffet now.. U eat already?,ham
Huh so late... Fr dinner?,ham
Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,ham
Morning only i can ok.,ham
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,ham
Pick you up bout 7.30ish? What time are  and that going?,ham
From here after The performance award is calculated every two month.not for current one month period..,ham
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",ham
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ham
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x�150pw to e�nd txt stop",spam
Dear how is chechi. Did you talk to her,ham
The hair cream has not been shipped.,ham
None of that's happening til you get here though,ham
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ham
"Haha get used to driving to usf man, I know a lot of stoners",ham
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,ham
Hello! Good week? Fancy a drink or something later?,ham
Headin towards busetop,ham
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,ham
Come by our room at some point so we can iron out the plan for this weekend,ham
Cos i want it to be your thing,ham
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",ham
Bring home some Wendy =D,ham
100 dating service cal;l 09064012103 box334sk38ch,spam
Whatsup there. Dont u want to sleep,ham
Alright i have a new goal now,ham
FREE entry into our �250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
"Alright, I'll head out in a few minutes, text me where to meet you",ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam
Yes:)from last week itself i'm taking live call.,ham
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam
Siva is in hostel aha:-.,ham
URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,spam
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,ham
Ok. She'll be ok. I guess,ham
aathi..where are you dear..,ham
Any pain on urination any thing else?,ham
7 at esplanade.. Do �_ mind giving me a lift cos i got no car today..,ham
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
At home watching tv lor.,ham
Does she usually take fifteen fucking minutes to respond to a yes or no question,ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
Booked ticket for pongal?,ham
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,ham
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,ham
"Ask g or iouri, I've told the story like ten times already",ham
How long does applebees fucking take,ham
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham
But i have to. I like to have love and arrange.,ham
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham
You were supposed to wake ME up &gt;:(,ham
Oic... I saw him too but i tot he din c me... I found a group liao...,ham
"Sorry, I'll call later",ham
\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,ham
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",ham
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",ham
I wont get concentration dear you know you are my mind and everything :-),ham
LOL ... Have you made plans for new years?,ham
10 min later k...,ham
hanks lotsly!,ham
Thanks for this hope you had a good day today,ham
K:)k:)what are detail you want to transfer?acc no enough?,ham
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ham
"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
Si si. I think ill go make those oreo truffles.,ham
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON��T LIKE ME LIKE THAT SO DON��T WORRY.",ham
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,ham
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",ham
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham
Where did u go? My phone is gonna die you have to stay in here,ham
Great. Never been better. Each day gives even more reasons to thank God,ham
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam
"Sorry, I'll call later ok bye",ham
Ok i am on the way to railway,ham
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),ham
They don't put that stuff on the roads to keep it from getting slippery over there?,ham
When are you going to ride your bike?,ham
"Yup, no need. I'll jus wait 4 e rain 2 stop.",ham
There are many company. Tell me the language.,ham
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
"How long has it been since you screamed, princess?",ham
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",ham
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),ham
Ok I'm gonna head up to usf in like fifteen minutes,ham
Love you aathi..love u lot..,ham
Tension ah?what machi?any problem?,ham
"K, can I pick up another 8th when you're done?",ham
When're you guys getting back? G said you were thinking about not staying for mcr,ham
"Almost there, see u in a sec",ham
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",ham
Watching tv lor...,ham
Thank you baby! I cant wait to taste the real thing...,ham
You should change your fb to jaykwon thuglyfe falconerf,ham
If we win its really no 1 side for long time.,ham
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
Dear reached railway. What happen to you,ham
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",ham
I think i've fixed it can you send a test message?,ham
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
"Sorry,in meeting I'll call later",ham
What class of  &lt;#&gt;  reunion?,ham
Are you free now?can i call now?,ham
Got meh... When?,ham
Nope... Think i will go for it on monday... Sorry i replied so late,ham
Some of them told accenture is not confirm. Is it true.,ham
"Kate jackson rec center before 7ish, right?",ham
Dear i have reache room,ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
When can �_ come out?,ham
Check with nuerologist.,ham
Lolnice. I went from a fish to ..water.?,ham
+123 Congratulations - in this week's competition draw u have won the �1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,ham
"Maybe westshore or hyde park village, the place near my house?",ham
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,ham
What's the significance?,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",ham
Prabha..i'm soryda..realy..frm heart i'm sory,ham
Lol ok your forgiven :),ham
No..jst change tat only..,ham
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam
S:)no competition for him.,ham
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,spam
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,spam
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",ham
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,ham
But that's on ebay it might be less elsewhere.,ham
Shall i come to get pickle,ham
Were gonna go get some tacos,ham
"That's very rude, you on campus?",ham
"URGENT!: Your Mobile No. was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,ham
"Today's Offer! Claim ur �150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. �3.00 Sub. 16 . Unsub reply X",spam
Yes! How is a pretty lady like you single?,ham
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,spam
Jay says that you're a double-faggot,ham
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,spam
What Today-sunday..sunday is holiday..so no work..,ham
Gudnite....tc...practice going on,ham
I'll be late...,ham
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",ham
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",ham
"Probably gonna be here for a while, see you later tonight &lt;)",ham
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
"I am in tirupur da, once you started from office call me.",ham
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",ham
But am going to college pa. What to do. are else ill come there it self. Pa.,ham
4 oclock at mine. Just to bash out a flat plan.,ham
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,ham
Then any special there?,ham
I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,ham
"Sorry that took so long, omw now",ham
Wait  &lt;#&gt;  min..,ham
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ham
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",ham
"Hurry up, I've been weed-deficient for like three days",ham
"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",ham
Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ham
I���ll have a look at the frying pan in case it���s cheap or a book perhaps. No that���s silly a frying pan isn���t likely to be a book,ham
O. Well uv causes mutations. Sunscreen is like essential thesedays,ham
Having lunch:)you are not in online?why?,ham
I know that my friend already told that.,ham
Hi Princess! Thank you for the pics. You are very pretty. How are you?,ham
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",ham
Hi msg me:)i'm in office..,ham
Thanx 4 e brownie it's v nice...,ham
Geeeee ... I love you so much I can barely stand it,ham
GENT! We are trying to contact you. Last weekends draw shows that you won a �1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,spam
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",ham
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ham
Oooh bed ridden ey? What are YOU thinking of?,ham
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",ham
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,ham
WOT U WANNA DO THEN MISSY?,ham
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,ham
Do you know where my lab goggles went,ham
Can you open the door?,ham
Waiting for your call.,ham
Nope i waiting in sch 4 daddy... ,ham
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",spam
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",ham
�� wait 4 me in sch i finish ard 5..,ham
"our mobile number has won �5000, to claim calls us back or ring the claims hot line on 09050005321.",spam
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",ham
Huh so early.. Then �_ having dinner outside izzit?,ham
Ok anyway no need to change with what you said,ham
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
my ex-wife was not able to have kids. Do you want kids one day?,ham
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,ham
Tell them u have a headache and just want to use 1 hour of sick time.,ham
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",ham
"\Pete can you please ring meive hardly gotany credit\""""",ham
Ya srsly better than yi tho,ham
"I'm in a meeting, call me later at",ham
"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,spam
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam
You still at grand prix?,ham
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",ham
I am great! How are you?,ham
Gud mrng dear have a nice day,ham
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,ham
I'm going out to buy mum's present ar.,ham
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham
If u sending her home first it's ok lor. I'm not ready yet.,ham
Speaking of does he have any cash yet?,ham
Be happy there. I will come after noon,ham
Meet after lunch la...,ham
TaKe CaRE n gET WeLL sOOn,ham
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,spam
what I meant to say is cant wait to see u again getting bored of this bridgwater banter,ham
Neva mind it's ok..,ham
"It's fine, imma get a drink or somethin. Want me to come find you?",ham
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,ham
I have many dependents,ham
THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,ham
I called and said all to him:)then he have to choose this future.,ham
"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",ham
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,ham
For my family happiness..,ham
I come n pick �_ up... Come out immediately aft ur lesson...,ham
Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,ham
Dear we got  &lt;#&gt;  dollars hi hi,ham
Good words.... But words may leave u in dismay many times.,ham
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,ham
"sorry, no, have got few things to do. may be in pub later.",ham
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",ham
"Haha good to hear, I'm officially paid and on the market for an 8th",ham
How many licks does it take to get to the center of a tootsie pop?,ham
Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,ham
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam
Todays Vodafone numbers ending with 4882 are selected to a receive a �350 award. If your number matches call 09064019014 to receive your �350 award.,spam
Please dont say like that. Hi hi hi,ham
Thank u!,ham
Oh that was a forwarded message. I thought you send that to me,ham
Got it. Seventeen pounds for seven hundred ml ��� hope ok.,ham
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam
Me n him so funny...,ham
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",ham
When �_ login dat time... Dad fetching �_ home now?,ham
"What will we do in the shower, baby?",ham
I had askd u a question some hours before. Its answer,ham
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",ham
" said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",ham
Probably gonna swing by in a wee bit,ham
Ya very nice. . .be ready on thursday,ham
Allo! We have braved the buses and taken on the trains and triumphed. I mean we���re in b���ham. Have a jolly good rest of week,ham
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,spam
No prob. I will send to your email.,ham
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",spam
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),ham
I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,ham
"Wait, do you know if wesleys in town? I bet she does hella drugs!",ham
Fine i miss you very much.,ham
Did u got that persons story,ham
Tell them the drug dealer's getting impatient,ham
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",ham
You will be in the place of that man,ham
"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",ham
88800 and 89034 are premium phone services call 08718711108,spam
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham
Then mum's repent how?,ham
Sorry me going home first... Daddy come fetch �_ later...,ham
Leave it de:-). Start Prepare for next:-)..,ham
Yes baby! We can study all the positions of the kama sutra ;),ham
En chikku nange bakra msg kalstiya..then had tea/coffee?,ham
Carlos'll be here in a minute if you still need to buy,ham
